,536,CFT073,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,K-12,UMN026,UTI89
1876_Hypothetical_protein,,c1937,,,,,,PROKKA_00015,,,,PROKKA_00198,,PROKKA_00132,PROKKA_00876,,,,UTI89_C1721
49119_hypothetical_protein,,,,,,,,,,,PROKKA_04366,,,,,,,,
3424_Hypothetical_protein,ECP_RS14900,c3506,PROKKA_02722,PROKKA_01325,PROKKA_01775,PROKKA_02571,PROKKA_02982,PROKKA_03623,PROKKA_03272,PROKKA_05053,PROKKA_01634,PROKKA_01773,,PROKKA_01727,PROKKA_02353,PROKKA_01736,,ECUMN_3273,UTI89_C3311
75888_tsx,ECP_RS02350,c0521,PROKKA_04901,PROKKA_03381,PROKKA_04095,PROKKA_04859,PROKKA_00237,PROKKA_01316,PROKKA_01106,PROKKA_02168,PROKKA_04247,PROKKA_04128,PROKKA_00127,PROKKA_03931,PROKKA_04643,PROKKA_04488,b0411,ECUMN_0449,UTI89_C0433
77309_ptrB,ECP_RS09170,c2256,PROKKA_01503,PROKKA_00167,PROKKA_00511,PROKKA_01379,PROKKA_01833,PROKKA_04811,PROKKA_04433,PROKKA_03693,PROKKA_02831,PROKKA_00509,PROKKA_02032,PROKKA_00502,PROKKA_01218,PROKKA_02933,b1845,ECUMN_2140,UTI89_C2047
92019_bacteriophage_HK97_g..,,,,,,,,,,,,,,,,,,,UTI89_C2687
5395_hypothetical_protein,,,PROKKA_05105 PROKKA_05302,,,,,,,,,,,,,,,,
10287_bepC,,,PROKKA_04980,,,,,,,,,,,,,,,ECUMN_0526,
79507_mscM,ECP_RS22435,c5245,PROKKA_04191,PROKKA_02627,PROKKA_03354,PROKKA_04089,PROKKA_04344,PROKKA_02113,PROKKA_01859,PROKKA_01431,PROKKA_00226,PROKKA_03429,PROKKA_03759,PROKKA_03147,PROKKA_03933,PROKKA_00128,b4159,ECUMN_4693,UTI89_C4759
61641_hypothetical_protein,,,,,,,,,,,,,,PROKKA_00929,,,,,
79645_nanC,ECP_RS23555,c5389,PROKKA_04315,PROKKA_02799,PROKKA_03566,PROKKA_04249,PROKKA_04530,PROKKA_01954,PROKKA_01689,PROKKA_01616,PROKKA_00084,PROKKA_03568,PROKKA_03536,PROKKA_03297,PROKKA_04058,PROKKA_05063,b4311,ECUMN_4916,UTI89_C5007
76524_flgM,ECP_RS05405,c1340,PROKKA_00563,PROKKA_04038,PROKKA_04855,PROKKA_00416,PROKKA_01037,PROKKA_00562,PROKKA_00472,PROKKA_02806,PROKKA_03627,PROKKA_04736,PROKKA_01046,PROKKA_04723,PROKKA_00431,PROKKA_03752,b1071,ECUMN_1245,UTI89_C1196
86253_hypothetical_protein,ECP_RS24795,,,,,,,,,,,,,,,,,,
8085_Bacterial_regulatory..,,,PROKKA_02642,PROKKA_01231,,,PROKKA_02906,,,,,,PROKKA_05424,,,,,ECUMN_3192,
10128_ASCH_domain_protein,,,PROKKA_04816,PROKKA_03301,,PROKKA_04767,PROKKA_00149,,,,,,,,,,,ECUMN_0363,UTI89_C0354
56960_hypothetical_protein,,,,,,,,,,,,,PROKKA_05021,,,,,,
17359_transposase-IS_prote..,,,,,PROKKA_02688,,,,,PROKKA_05591,,,,,,,,ECUMN_p10148,UTI89_P070
76316_rlmC,ECP_RS04400,c0992,PROKKA_00364,PROKKA_03824,PROKKA_04544,PROKKA_00147,PROKKA_00761,PROKKA_00895,PROKKA_00669,PROKKA_02610,PROKKA_03823,PROKKA_04541,PROKKA_00766,PROKKA_04355,PROKKA_00139,PROKKA_04058,b0859,ECUMN_1049,UTI89_C0862
43284_hypothetical_protein,,,,,,,,,,PROKKA_03330,,,,PROKKA_00084,PROKKA_00827,,,,
10380_sppA_3,,,PROKKA_05077,,,,,,,,,,,,,,,,
90260_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C0909
87660_EAL_domain-containin..,ECP_RS15145,,,,,,,,,,,,,,,,,,
76915_yncH,,,,PROKKA_04388,,PROKKA_00875,,,,,,,PROKKA_01528,,,,b1455,,
21532_wcaJ_1,,,,,,PROKKA_01589,,,,,,,,,,,,,
78262_ygeG,,,PROKKA_02631,PROKKA_01219,,,PROKKA_02894,,,,,,PROKKA_05435,,,,b2851,ECUMN_3181,
76862_paaY,,,,PROKKA_04335,,PROKKA_00817,PROKKA_01394,,,,,,PROKKA_01472,,,,b1400,,
11107_dsdA_1,,,,PROKKA_00748,PROKKA_02729,PROKKA_01948,PROKKA_02394,,PROKKA_03836,PROKKA_04513,PROKKA_02247,PROKKA_01196,PROKKA_02743,PROKKA_01173,PROKKA_01815,PROKKA_02310,,,
77734_hxpA,ECP_RS11880,c2834,PROKKA_02066,PROKKA_00637,PROKKA_01099,PROKKA_01881,PROKKA_02334,PROKKA_04232,PROKKA_03893,PROKKA_04396,PROKKA_02302,PROKKA_01131,PROKKA_02672,PROKKA_01113,PROKKA_01759,PROKKA_02374,b2293,ECUMN_2632,UTI89_C2575
77692_ais,ECP_RS11690,c2794,PROKKA_02028,PROKKA_00600,PROKKA_01059,PROKKA_01839,PROKKA_02294,PROKKA_04270,PROKKA_03931,PROKKA_04357,PROKKA_02343,PROKKA_01093,PROKKA_02623,PROKKA_01073,PROKKA_01719,PROKKA_02414,b2252,ECUMN_2593,UTI89_C2534
4922_Hypothetical_protein,ECP_RS21775,c5027,,,,,,PROKKA_02247,,,,PROKKA_03145,,,,PROKKA_00269,,,
56957_hypothetical_protein,,,,,,,,,,,,,PROKKA_05018,,,,,,
79293_priA,ECP_RS21100,c4888,PROKKA_03903,PROKKA_02379,PROKKA_03068,PROKKA_03817,PROKKA_04092,PROKKA_02396,PROKKA_02132,PROKKA_01077,PROKKA_00507,PROKKA_02999,PROKKA_05955,PROKKA_02873,PROKKA_03554,PROKKA_00488,b3935,ECUMN_4465,UTI89_C4520
78352_yqgF,ECP_RS15035,c3535,PROKKA_02747,PROKKA_01356,PROKKA_01800,PROKKA_02599,PROKKA_03008,PROKKA_03598,PROKKA_03243,PROKKA_05027,PROKKA_01609,PROKKA_01798,PROKKA_05302,PROKKA_01752,PROKKA_02378,PROKKA_01708,b2949,ECUMN_3301,UTI89_C3338
25079_hypothetical_protein,,,,,,,PROKKA_05067,,,,,,PROKKA_06323,PROKKA_05127,,,,,
76486_ycdU,,,,PROKKA_03999,,PROKKA_00374,PROKKA_00999,,,,,,,,,,b1029,,
1506_Unknown_protein_enco..,,c1554,PROKKA_00661,,,,,PROKKA_00394,,,,PROKKA_04925,,,,PROKKA_03651,,ECUMN_1402,UTI89_C1293
76426_yccA,ECP_RS04925,c1110,PROKKA_00476,PROKKA_03937,PROKKA_04763,PROKKA_00306,PROKKA_00934,PROKKA_00788,PROKKA_00556,PROKKA_02717,PROKKA_03717,PROKKA_04646,PROKKA_00949,PROKKA_04471,PROKKA_00275,PROKKA_03939,b0970,ECUMN_1160,UTI89_C1037
5087_Transposase_insC_for..,,c5196,,,,,,,,,,PROKKA_03286,PROKKA_05066,,,,,,
57497_bsdC_1,,,,,,,,,,,,,PROKKA_05580,,,,,,
92300_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C2978
26131_hypothetical_protein,,,,,,,PROKKA_00834,,,,,,,,,,,,
751_Hypothetical_protein,,c0778,,,,,,,,,,,,,,,,,UTI89_C0696
79053_yidH,ECP_RS19710,c4600,PROKKA_03588,PROKKA_02103,PROKKA_02782,PROKKA_03517,PROKKA_03805,PROKKA_02684,PROKKA_02417,PROKKA_00734,PROKKA_00803,PROKKA_02717,PROKKA_04192,PROKKA_02586,PROKKA_03226,PROKKA_00771,b3676,ECUMN_4208,UTI89_C4232
19597_hypothetical_protein,,,,,PROKKA_05053,,,,,,,,PROKKA_01197,,,,,,
19240_dpnM,,,,,PROKKA_04689,,,,,,,,,,,,,,
56264_ptsG_5,,,,,,,,,,,,,PROKKA_04296,,,,,,
94116_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C4846
22645_yghA_1,,,,,,PROKKA_02752,,,,,,,,,,,,,
75566_leuD,ECP_RS00380,c0087,PROKKA_04505,PROKKA_03000,PROKKA_03747,PROKKA_04436,PROKKA_04723,PROKKA_01777,PROKKA_01479,PROKKA_01791,PROKKA_04649,PROKKA_03740,PROKKA_03344,PROKKA_03490,PROKKA_04250,PROKKA_04823,b0071,ECUMN_0073,UTI89_C0078
44720_hypothetical_protein,,,,,,,,,,PROKKA_05695,,,,,,,,,
78882_yhiD,ECP_RS18380,c4319,PROKKA_03381,PROKKA_01908,PROKKA_02497,PROKKA_03292,PROKKA_03596,PROKKA_02894,PROKKA_02616,PROKKA_00533,PROKKA_00993,PROKKA_02512,PROKKA_04530,PROKKA_02401,PROKKA_03000,PROKKA_00971,b3508,ECUMN_4008,UTI89_C4039
10052_flgJ_2,,,PROKKA_04737,PROKKA_03205,PROKKA_03944,,,,PROKKA_01249,PROKKA_02020,,,PROKKA_03095,,PROKKA_04474,,,ECUMN_0278,
5590_Phage_portal_protein..,,,PROKKA_00001,,,,,,,,,,,,,,,,
57416_csdA_2,,,,,,,,,,,,,PROKKA_05496,,,,,,
5214_Hypothetical_protein,,c5324,,,,,,,,,,,,,,,,,
49912_hipA_2,,,,,,,,,,,,PROKKA_00202,,,,,,,
1155_Hypothetical_protein,,c1193,PROKKA_03324,,,,,PROKKA_00712,,,,,,PROKKA_04545,,,,ECUMN_3948,
31389_hemolysin_secretion-..,,,,,,,,PROKKA_01549,,,,PROKKA_03965,,PROKKA_03707,,,,,
76597_ymfJ,,,,,,,,,,,,,,,,,b1144,,
29909_hypothetical_protein,,,,,,,,PROKKA_00005 PROKKA_05137 PROKKA_05150,,,,,,,PROKKA_00891 PROKKA_00903,,,,UTI89_C1731
55543_hypothetical_protein,,,,,,,,,,,,,PROKKA_03539,,,,,,
39745_caf1A_2,,,,,,,,,,PROKKA_04999,,,,,,,,,
6529_hypothetical_protein,,,PROKKA_01001,,,,,,,,,,,,,,,,
56582_pstS1_2,,,,,,,,,,,,,PROKKA_04625,,,,,,
44161_pic_3,,,,,,,,,,PROKKA_04252,,,,,,,,,
28916_hypothetical_protein,,,,,,,PROKKA_03751,,,,,,,,,,,,
19254_hypothetical_protein,,,,,PROKKA_04703,,,,,,,,,,,,,,
57017_cbeA_6,,,,,,,,,,,,,PROKKA_05081,,,,,,
76117_ybeL,ECP_RS03360,c0734,PROKKA_00138,PROKKA_03603,PROKKA_04321,PROKKA_05121,PROKKA_00529,PROKKA_01104,PROKKA_00892,PROKKA_02396,PROKKA_04037,PROKKA_04334,PROKKA_00370,PROKKA_04143,PROKKA_04852,PROKKA_04267,b0643,ECUMN_0737,UTI89_C0646
76314_potI,ECP_RS04390,c0990,PROKKA_00362,PROKKA_03822,PROKKA_04542,PROKKA_00145,PROKKA_00759,PROKKA_00897,PROKKA_00671,PROKKA_02608,PROKKA_03825,PROKKA_04539,PROKKA_00764,PROKKA_04353,PROKKA_00137,PROKKA_04060,b0857,ECUMN_1047,UTI89_C0860
55392_caiT_2,,,,,,,,,,,,,PROKKA_03381,,,,,,
77904_ypfM,ECP_RS26370,,,,,,,,,,,,,,,,b4606,,
49508_hypothetical_protein,,,,,,,,,,,PROKKA_04777 PROKKA_04980,,,,,,,,
58038_entB_2,,,,,,,,,,,,,PROKKA_00313,,,,,,
79354_purD,ECP_RS21495,c4963,PROKKA_03980,PROKKA_02462,PROKKA_03147,PROKKA_03903,PROKKA_04175,PROKKA_02311,PROKKA_02041,PROKKA_01162,PROKKA_00428,PROKKA_03083,PROKKA_04049,PROKKA_02957,PROKKA_03637,PROKKA_00403,b4005,ECUMN_4529,UTI89_C3815
79247_yiiD,ECP_RS20850,c4835,PROKKA_03813,PROKKA_02325,PROKKA_03015,PROKKA_03760,PROKKA_04038,PROKKA_02445,PROKKA_02187,PROKKA_00983,PROKKA_00567,PROKKA_02949,PROKKA_05893,PROKKA_02823,PROKKA_03461,PROKKA_00534,b3888,ECUMN_4415,UTI89_C4472
77533_yegS,ECP_RS10825,c2614,PROKKA_01850,PROKKA_00444,PROKKA_00883,PROKKA_01641,PROKKA_02131,PROKKA_04448,PROKKA_04118,PROKKA_04114,PROKKA_02514,PROKKA_00920,PROKKA_02388,PROKKA_00900,PROKKA_01548,PROKKA_02594,b2086,ECUMN_2421,UTI89_C2362
77959_iscX,ECP_RS12905,c3049,PROKKA_02281,PROKKA_00907,PROKKA_01314,PROKKA_02118,PROKKA_02557,PROKKA_04021,PROKKA_03688,PROKKA_04679,PROKKA_02103,PROKKA_01391,PROKKA_02920,PROKKA_01317,PROKKA_01961,PROKKA_02163,b2524,ECUMN_2844,UTI89_C2846
4449_Hypothetical_protein,,c4546,,,,,,,,PROKKA_01355,,,,,,,,,
58395_outer_membrane_lipop..,,,,,,,,,,,,,PROKKA_00690,,,,,,
3745_Hypothetical_protein,ECP_RS25445,c3831,,,,,,,,,,,,,,,,,UTI89_C3514
60324_truA_1,,,,,,,,,,,,,PROKKA_02699,,,,,,
24778_hypothetical_protein,,,,,,PROKKA_05005,,,,,,,,,,,,,
60696_Plasmid_SOS_inhibiti..,,,,,,,,,,,,,,PROKKA_05156,,,,,
78996_waaF,ECP_RS18950,c4446,PROKKA_03514,PROKKA_02040,PROKKA_02620,PROKKA_03437,PROKKA_03726,PROKKA_02767,PROKKA_02482,PROKKA_00668,PROKKA_00869,PROKKA_02634,PROKKA_04372,PROKKA_02520,PROKKA_03117,PROKKA_00851,b3620,ECUMN_4137,UTI89_C4165
76698_oppB,ECP_RS06560,c1708,PROKKA_00812,PROKKA_04199,PROKKA_05119,PROKKA_00630,PROKKA_01254,PROKKA_00244,PROKKA_00304,PROKKA_03071,PROKKA_03401,PROKKA_05068,PROKKA_01264,PROKKA_04989,PROKKA_00664,PROKKA_03505,b1244,ECUMN_1541,UTI89_C1442
78942_xylG,ECP_RS18705,c4387,PROKKA_03458,PROKKA_01985,PROKKA_02568,PROKKA_03368,PROKKA_03664,PROKKA_02820,PROKKA_02536,PROKKA_00608,PROKKA_00922,PROKKA_02582,PROKKA_04443,PROKKA_02469,PROKKA_03067,PROKKA_00901,b3567,ECUMN_4078,UTI89_C4108
78080_lhgO,ECP_RS13420,c3208,PROKKA_02421,PROKKA_01017,PROKKA_01473,PROKKA_02244,PROKKA_02694,PROKKA_03925,PROKKA_03573,PROKKA_05355,PROKKA_01948,PROKKA_01488,,PROKKA_01424,PROKKA_02063,PROKKA_02054,b2660,ECUMN_2984,UTI89_C3015
57917_mscK_2,,,,,,,,,,,,,PROKKA_00187,,,,,,
3130_Hypothetical_protein,,c3205,,,,,,,,,,,,,,,,,
22561_asrC,,,,,,PROKKA_02667,,,,,,,,,,,,,
78748_cysG,ECP_RS17640,c4144,PROKKA_03208,PROKKA_01770,PROKKA_02351,PROKKA_03133,PROKKA_03451,PROKKA_03051,PROKKA_02766,PROKKA_00385,PROKKA_01142,PROKKA_02358,PROKKA_04690,PROKKA_02241,PROKKA_02851,PROKKA_01122,b3368,ECUMN_3831,UTI89_C3872
25112_hypothetical_protein,,,,,,,PROKKA_05100,,,,,,,PROKKA_05095 PROKKA_05200,,,,,
57420_rlmM_1,,,,,,,,,,,,,PROKKA_05501,,,,,,
77696_arnD,ECP_RS11710,c2798,PROKKA_02032,PROKKA_00604,PROKKA_01063,PROKKA_01843,PROKKA_02298,PROKKA_04266,PROKKA_03927,PROKKA_04362,PROKKA_02339,PROKKA_01097,PROKKA_02628,PROKKA_01078,PROKKA_01723,PROKKA_02410,b2256,ECUMN_2597,UTI89_C2538
36941_rspA_2,,,,,,,,,PROKKA_02098,,,,,,,,,,
44198_Lysis_protein_S,,,,,,,,,,PROKKA_04289,,,,,,,,,
79562_ytfK,ECP_RS22760,c5315,PROKKA_04253,PROKKA_02692,PROKKA_03420,PROKKA_04158,PROKKA_04409,PROKKA_02045,PROKKA_01795,PROKKA_01496,PROKKA_00159,PROKKA_03364,PROKKA_03690,PROKKA_03215,PROKKA_03998,PROKKA_00062,b4217,ECUMN_4753,UTI89_C4825
77657_ompC,ECP_RS11495,c2758,PROKKA_01986,PROKKA_00573,PROKKA_01017,PROKKA_01808,PROKKA_02265,PROKKA_04311,PROKKA_03970,PROKKA_04247,PROKKA_02382,PROKKA_01053,PROKKA_02571,PROKKA_01034,PROKKA_01681,PROKKA_02454,b2215,ECUMN_2552,UTI89_C2497
4339_Hypothetical_protein,,c4434,,,,,,,,,,,,,,,,,UTI89_C4153
30069_hypothetical_protein,,,,,,,,PROKKA_00170,,,,,,,,,,,
88643_hypothetical_protein,ECP_RS25735,,,,,,,,,,,,,,,,,,
78474_ebgC,ECP_RS16160,c3834,PROKKA_02928,PROKKA_01487,PROKKA_02056,PROKKA_02827,PROKKA_03160,PROKKA_03351,PROKKA_03061,PROKKA_00080,PROKKA_01436,PROKKA_02063,PROKKA_05008,PROKKA_01940,PROKKA_02555,PROKKA_01432,b3077,ECUMN_3560,UTI89_C3517
5564_hypothetical_protein,,,PROKKA_05282,,PROKKA_05258,,PROKKA_04841,,PROKKA_04872,PROKKA_05480,,,PROKKA_06172,,,PROKKA_05314,,ECUMN_p10127,UTI89_P088
63792_hypothetical_protein,,,,,,,,,,,,,,PROKKA_03207,,,,,
76898_ydcR,ECP_RS07340,c1863,PROKKA_01028,PROKKA_04370,PROKKA_00155,PROKKA_00857,PROKKA_01430,PROKKA_00091,PROKKA_00080,PROKKA_03310,PROKKA_03190,PROKKA_00129,PROKKA_01511,PROKKA_00063,PROKKA_00807,PROKKA_03344,b1439,ECUMN_1687,UTI89_C1658
6220_blc_1,,,PROKKA_00667,,,PROKKA_01035,,,,,,,,,,,,ECUMN_1407,
59729_flhA_3,,,,,,,,,,,,,PROKKA_02075,,,,,,
23984_malL,,,,,,PROKKA_04180,,,,,,,,,,,,,
53684_acrR_2,,,,,,,,,,,,PROKKA_04184,,,,,,,
56294_hypothetical_protein,,,,,,,,,,,,,PROKKA_04327,,,,,,
59286_Bestrophin-_RFP-TM-_..,,,,,,,,,,,,,PROKKA_01611,,,,,,
86848_hypothetical_protein,ECP_RS25080,,,,,,,,,,,,,,,,,,
89029_hypothetical_protein,ECP_RS22225,,,,,,,,,,,,,,,,,,
36221_ImpE_protein,,,,,,,,,PROKKA_01324,,,,,,,,,,
79442_phnM,ECP_RS22105,c5101,PROKKA_04077,PROKKA_02558,PROKKA_03275,PROKKA_04016,PROKKA_04276,PROKKA_02180,PROKKA_01926,PROKKA_01284,PROKKA_00301,PROKKA_03211,PROKKA_03906,PROKKA_03080,PROKKA_03758,PROKKA_00196,b4095,ECUMN_4627,UTI89_C4690
13484_hypothetical_protein,,,,PROKKA_03283,PROKKA_04010,,PROKKA_00129,PROKKA_01405,PROKKA_01191,,PROKKA_04326,PROKKA_04046,,PROKKA_03846,PROKKA_04561,,,,
34836_hypothetical_protein,,,,,,,,,PROKKA_04847,,,,,,,,,,
77285_rlmA,ECP_RS09040,c2229,PROKKA_01478,PROKKA_00141,PROKKA_00486,PROKKA_01352,PROKKA_01808,PROKKA_04838,PROKKA_04466,PROKKA_03668,PROKKA_02857,PROKKA_00482,PROKKA_02005,PROKKA_00473,PROKKA_01193,PROKKA_02961,b1822,ECUMN_2115,UTI89_C2020
5057_Partial_Transposase,,c5166,,,,,,,,,,,,,,,,,
54905_hypothetical_protein,,,,,,,,,,,,,PROKKA_06089,,,,,,
68674_hypothetical_protein,,,,,,,,,,,,,,,PROKKA_03173,,,,
25709_hypothetical_protein,,,,,,,PROKKA_00386,,,,,,,,,,,,
21324_pqiB_3,,,,,,PROKKA_01365,,,,,,,,,,,,,
78761_yhfY,ECP_RS17680,c4152,PROKKA_03216,PROKKA_01778,PROKKA_02360,PROKKA_03141,PROKKA_03464,PROKKA_03043,PROKKA_02758,PROKKA_00393,PROKKA_01134,PROKKA_02366,PROKKA_04682,PROKKA_02249,PROKKA_02859,PROKKA_01113,b3382,ECUMN_3840,UTI89_C3880
22375_hypothetical_protein,,,,,,PROKKA_02476,,,,,,,,,,,,,
22899_csrD_2,,,,,,PROKKA_03019,,,,,PROKKA_01269,,,PROKKA_02111,,,,,
79539_ulaA,ECP_RS22605,c5281,PROKKA_04226,PROKKA_02661,PROKKA_03388,PROKKA_04124,PROKKA_04384,PROKKA_02079,PROKKA_01825,PROKKA_01471,PROKKA_00191,PROKKA_03395,PROKKA_03722,PROKKA_03181,PROKKA_03967,PROKKA_00093,b4193,ECUMN_4726,UTI89_C4793
77658_rcsD,ECP_RS11505,c2759,PROKKA_01988,PROKKA_00575,PROKKA_01019,PROKKA_01810,PROKKA_02267,PROKKA_04309,PROKKA_03968,PROKKA_04249,PROKKA_02380,PROKKA_01055,,PROKKA_01036,PROKKA_01683,PROKKA_02452,b2216,ECUMN_2553,UTI89_C2498
75062_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_04934,,,
78107_yqaA,ECP_RS13570,c3246,PROKKA_02452,PROKKA_01046,PROKKA_01504,PROKKA_02273,PROKKA_02724,PROKKA_03889,PROKKA_03540,PROKKA_05322,PROKKA_01917,PROKKA_01522,PROKKA_05634,PROKKA_01457,PROKKA_02096,PROKKA_02022,b2689,ECUMN_3014,UTI89_C3051
18562_hypothetical_protein,,,,,PROKKA_03976,,,,,,,,,,,,,,
20878_Citrate_transporter,,,,,,PROKKA_00905,,,,,,,,,,,,,
92470_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C3152
77632_yejM,ECP_RS11355,c2726,PROKKA_01959,PROKKA_00547,PROKKA_00989,PROKKA_01780,PROKKA_02238,PROKKA_04341,PROKKA_03999,PROKKA_04220,PROKKA_02409,PROKKA_01023,PROKKA_02529,PROKKA_01007,PROKKA_01652,PROKKA_02483,b2188,ECUMN_2525,UTI89_C2466
77125_ribC,ECP_RS08205,c2056,PROKKA_01309,PROKKA_04615,PROKKA_00323,PROKKA_01165,PROKKA_01641,PROKKA_05008,PROKKA_04633,PROKKA_03496,PROKKA_03019,PROKKA_00319,PROKKA_01820,PROKKA_00310,PROKKA_01029,PROKKA_03143,b1662,ECUMN_1952,UTI89_C1853
20222_hypothetical_protein,,,,,,PROKKA_00223,,,,,,,,,,,,,
25093_hypothetical_protein,,,,,,,PROKKA_05081,,,,,,,,,,,,
44188_hypothetical_protein,,,,,,,,,,PROKKA_04279,,,,,,,,,
39742_hypothetical_protein,,,,,,,,,,PROKKA_04996,,,,,,,,,
79286_zapB,ECP_RS21065,c4880,PROKKA_03894,PROKKA_02372,PROKKA_03061,PROKKA_03810,PROKKA_04085,PROKKA_02403,PROKKA_02139,PROKKA_01070,PROKKA_00514,PROKKA_02992,PROKKA_05947,PROKKA_02866,PROKKA_03547,PROKKA_00495,b3928,ECUMN_4456,UTI89_C4512
78214_fucP,ECP_RS14225,c3370,PROKKA_02573,PROKKA_01162,PROKKA_01624,PROKKA_02410,PROKKA_02837,PROKKA_03769,PROKKA_03420,PROKKA_05196,PROKKA_01775,PROKKA_01638,PROKKA_05507,PROKKA_01584,PROKKA_02213,PROKKA_01883,b2801,ECUMN_3130,UTI89_C3173
76666_prmC,ECP_RS06395,c1670,PROKKA_00772,PROKKA_04159,PROKKA_05078,PROKKA_00588,PROKKA_01217,PROKKA_00288,PROKKA_00341,PROKKA_03035,PROKKA_03442,PROKKA_05027,PROKKA_01228,PROKKA_04954,PROKKA_00626,PROKKA_03542,b1212,ECUMN_1509,UTI89_C1406
27130_cutC,,,,,,,PROKKA_01870,,,,,,,,,,,,
4387_Hypothetical_protein..,ECP_RS19125,c4482,,,PROKKA_02658,,,PROKKA_02731,PROKKA_02447,PROKKA_00705,PROKKA_00834,PROKKA_02670,PROKKA_04332,PROKKA_02558,PROKKA_03153,PROKKA_00814,,,UTI89_C4202
59790_fliI_2,,,,,,,,,,,,,PROKKA_02140,,,,,,
22721_ygjK_3,,,,,,PROKKA_02832,,,,,,,,,,,,,
76418_helD,ECP_RS04880,c1099,PROKKA_00468,PROKKA_03929,PROKKA_04755,PROKKA_00297,PROKKA_00926,PROKKA_00796,PROKKA_00565,PROKKA_02709,PROKKA_03725,PROKKA_04638,PROKKA_00941,PROKKA_04461,PROKKA_00267,PROKKA_03947,b0962,ECUMN_1152,UTI89_C1028
77456_dacD,ECP_RS10470,c2538,PROKKA_01717,PROKKA_00347,PROKKA_00803,PROKKA_01551,PROKKA_02051,PROKKA_04532,PROKKA_04198,PROKKA_04034,PROKKA_02595,PROKKA_00835,PROKKA_02296,PROKKA_00813,PROKKA_01462,PROKKA_02677,b2010,ECUMN_2356,
44673_Type_IV_secretion_sy..,,,,,,,,,,PROKKA_05648 PROKKA_05715,,,,,PROKKA_04981 PROKKA_05027,,,ECUMN_p20024,
5426_iucC,,,PROKKA_05136,,,,,,,,,,,,,,,,
78221_gcvA,ECP_RS14260,c3378,PROKKA_02580,PROKKA_01169,PROKKA_01631,PROKKA_02417,PROKKA_02844,PROKKA_03762,PROKKA_03413,PROKKA_05189,PROKKA_01768,PROKKA_01645,PROKKA_05499,PROKKA_01591,PROKKA_02220,PROKKA_01876,b2808,ECUMN_3137,UTI89_C3180
79527_yjfI,ECP_RS22545,c5265,PROKKA_04214,PROKKA_02649,PROKKA_03376,PROKKA_04111,PROKKA_04371,PROKKA_02091,PROKKA_01837,PROKKA_01459,PROKKA_00203,PROKKA_03407,PROKKA_03734,PROKKA_03169,PROKKA_03955,PROKKA_00106,b4181,ECUMN_4714,UTI89_C4781
55262_clcA_1,,,,,,,,,,,,,PROKKA_03246,,,,,,
78956_sgbH,ECP_RS18785,c4404,PROKKA_03472,PROKKA_01999,PROKKA_02583,PROKKA_03383,PROKKA_03678,PROKKA_02803,PROKKA_02518,PROKKA_00624,PROKKA_00906,PROKKA_02599,PROKKA_04427,PROKKA_02486,PROKKA_03082,PROKKA_00884,b3581,ECUMN_4094,UTI89_C4125
49221_hypothetical_protein,,,,,,,,,,,PROKKA_04470,,,,PROKKA_04429,,,,
58282_fiu_2,,,,,,,,,,,,,PROKKA_00576,,,,,,
77167_ydiU,ECP_RS08435,c2102,PROKKA_01358,PROKKA_00028,PROKKA_00371,PROKKA_01218,PROKKA_01690,PROKKA_04957,PROKKA_04583,PROKKA_03547,PROKKA_02972,PROKKA_00367,PROKKA_01874,PROKKA_00358,PROKKA_01080,PROKKA_03091,b1706,ECUMN_1997,UTI89_C1899
7971_alkaline_phosphatase..,,,PROKKA_02520,,,,,,,,,,,,,,,,
77850_crr,ECP_RS12455,c2952,PROKKA_02173,PROKKA_00799,PROKKA_01219,PROKKA_02002,PROKKA_02448,PROKKA_04116,PROKKA_03782,PROKKA_04564,PROKKA_02197,PROKKA_01247,PROKKA_02803,PROKKA_01224,PROKKA_01866,PROKKA_02258,b2417,ECUMN_2739,UTI89_C2751
76128_gltJ,ECP_RS03380,c0738,PROKKA_00149,PROKKA_03614,PROKKA_04330,PROKKA_05134,PROKKA_00541,PROKKA_01100,PROKKA_00888,PROKKA_02400,PROKKA_04028,PROKKA_04338,PROKKA_00382,PROKKA_04147,PROKKA_04856,PROKKA_04263,b0654,ECUMN_0748,UTI89_C0650
29636_gntP_2,,,,,,,PROKKA_04535,,,,,,,,,,,,
8243_klcA_2,,,PROKKA_02808,,,,,,,,,,,,,,,,
78364_mutY,ECP_RS15100,c3548,PROKKA_02762,PROKKA_01368,PROKKA_01815,PROKKA_02611,PROKKA_03021,PROKKA_03586,PROKKA_03231,PROKKA_05015,PROKKA_01597,PROKKA_01811,PROKKA_05285,PROKKA_01764,PROKKA_02390,PROKKA_01696,b2961,ECUMN_3316,UTI89_C3351
44977_hypothetical_protein,,,,,,,,,,,PROKKA_00001,,,,,,,,
